Item,avg_monthly,std_monthly,CV,CV2,ADI,zero_ratio,D_annual,avg_order_size,trend_slope,n_clientes,n_pedidos,Classe,demand_class,commercial_class,policy_cluster
610016,379.12,848.7,2.2386,5.0112,4.8,0.7917,4549.5,1819.8,-3.6491,1,6,61,lumpy,high_volume_few_clients,Dynamic
610019,138.75,373.0,2.6883,7.2268,8.0,0.875,1665.0,1110.0,14.2722,1,3,61,lumpy,low_volume_few_clients,MTO
610021,616.5,709.03,1.1501,1.3227,2.0,0.5,7398.0,1233.0,-14.3322,3,15,61,lumpy,high_volume_many_clients,Dynamic
610022,741.29,1556.51,2.0997,4.4088,3.4286,0.7083,8895.5,2541.57,125.8517,1,14,61,lumpy,high_volume_few_clients,Dynamic
610023,613.12,872.35,1.4228,2.0243,2.6667,0.625,7357.5,1635.0,-14.9909,1,11,61,lumpy,high_volume_few_clients,Dynamic
610025,205.29,632.91,3.083,9.5048,8.0,0.875,2463.5,1642.33,-39.1987,1,3,61,lumpy,low_volume_few_clients,MTO
610028,88.0,292.0,3.3182,11.0103,12.0,0.9167,1056.0,1056.0,-14.827,1,2,61,lumpy,low_volume_few_clients,MTO
610029,189.21,520.61,2.7515,7.5709,8.0,0.875,2270.5,1513.67,29.643,2,3,61,lumpy,low_volume_many_clients,Dynamic
610030,284.04,686.76,2.4178,5.8458,6.0,0.8333,3408.5,1704.25,32.7883,1,4,61,lumpy,low_volume_few_clients,MTO
610031,265.88,478.66,1.8003,3.2412,4.0,0.75,3190.5,1063.5,-32.7996,2,6,61,lumpy,low_volume_many_clients,Dynamic
610034,384.96,659.68,1.7136,2.9366,3.4286,0.7083,4619.5,1319.86,-6.9978,2,8,61,lumpy,high_volume_many_clients,Dynamic
610035,141.12,676.81,4.7958,23.0,24.0,0.9583,1693.5,3387.0,13.2535,1,1,61,lumpy,low_volume_few_clients,MTO
610036,495.54,606.83,1.2246,1.4996,2.1818,0.5417,5946.5,1081.18,17.3552,1,13,61,lumpy,high_volume_few_clients,Dynamic
610037,71.67,182.64,2.5485,6.4947,6.0,0.8333,860.0,430.0,6.7591,1,5,61,lumpy,low_volume_few_clients,MTO
610039,169.92,265.79,1.5642,2.4468,3.4286,0.7083,2039.0,582.57,-11.8783,1,7,61,lumpy,low_volume_few_clients,MTO
610041,272.92,670.54,2.4569,6.0366,6.0,0.8333,3275.0,1637.5,3.2443,2,6,61,lumpy,low_volume_many_clients,Dynamic
610043,456.96,838.94,1.8359,3.3707,4.0,0.75,5483.5,1827.83,-30.1535,1,8,61,lumpy,high_volume_few_clients,Dynamic
610046,57.25,274.56,4.7958,23.0,24.0,0.9583,687.0,1374.0,4.1817,1,1,61,lumpy,low_volume_few_clients,MTO
610047,295.0,618.65,2.0971,4.3979,4.8,0.7917,3540.0,1416.0,-16.1304,1,5,61,lumpy,low_volume_few_clients,MTO
610049,253.83,502.38,1.9792,3.9171,4.8,0.7917,3046.0,1218.4,4.1209,1,6,61,lumpy,low_volume_few_clients,MTO
610051,139.38,371.59,2.6661,7.1081,8.0,0.875,1672.5,1115.0,-29.0143,1,3,61,lumpy,low_volume_few_clients,MTO
610055,88.5,424.43,4.7958,23.0,24.0,0.9583,1062.0,2124.0,-15.6991,1,1,61,lumpy,low_volume_few_clients,MTO
610057,131.33,349.89,2.6641,7.0976,8.0,0.875,1576.0,1050.67,1.8452,1,3,61,lumpy,low_volume_few_clients,MTO
610058,516.71,998.57,1.9326,3.7348,4.0,0.75,6200.5,2066.83,30.3813,1,6,61,lumpy,high_volume_few_clients,Dynamic
610059,515.83,1007.32,1.9528,3.8135,4.8,0.7917,6190.0,2476.0,-33.2652,1,5,61,lumpy,high_volume_few_clients,Dynamic
610060,304.71,756.2,2.4817,6.1589,6.0,0.8333,3656.5,1828.25,33.7683,1,4,61,lumpy,low_volume_few_clients,MTO
610061,28.08,134.68,4.7958,23.0,24.0,0.9583,337.0,674.0,-4.9817,1,1,61,lumpy,low_volume_few_clients,MTO
610063,53.29,255.58,4.7958,23.0,24.0,0.9583,639.5,1279.0,-9.4535,1,1,61,lumpy,low_volume_few_clients,MTO
610068,53.58,256.98,4.7958,23.0,24.0,0.9583,643.0,1286.0,1.6774,1,1,61,lumpy,low_volume_few_clients,MTO
610072,36.67,175.85,4.7958,23.0,24.0,0.9583,440.0,880.0,4.9739,1,1,61,lumpy,low_volume_few_clients,MTO
610073,78.0,210.93,2.7043,7.3131,8.0,0.875,936.0,624.0,-4.7922,1,3,61,lumpy,low_volume_few_clients,MTO
610074,152.21,313.77,2.0614,4.2496,4.0,0.75,1826.5,608.83,12.1083,1,7,61,lumpy,low_volume_few_clients,MTO
610077,270.46,714.68,2.6425,6.9826,6.0,0.8333,3245.5,1622.75,29.9935,1,4,61,lumpy,low_volume_few_clients,MTO
610078,124.83,298.37,2.3902,5.7129,6.0,0.8333,1498.0,749.0,9.1078,1,4,61,lumpy,low_volume_few_clients,MTO
610081,47.42,157.32,3.3179,11.0083,12.0,0.9167,569.0,569.0,-3.0861,1,2,61,lumpy,low_volume_few_clients,MTO
610083,41.33,198.23,4.7958,23.0,24.0,0.9583,496.0,992.0,-7.3322,1,1,61,lumpy,low_volume_few_clients,MTO
610085,66.54,176.06,2.6458,7.0004,8.0,0.875,798.5,532.33,2.083,1,3,61,lumpy,low_volume_few_clients,MTO
610087,21.25,101.91,4.7958,23.0,24.0,0.9583,255.0,510.0,-1.5522,1,1,61,lumpy,low_volume_few_clients,MTO
610089,241.46,422.08,1.7481,3.0557,3.4286,0.7083,2897.5,827.86,-7.9691,1,7,61,lumpy,low_volume_few_clients,MTO
610090,288.5,683.17,2.368,5.6074,6.0,0.8333,3462.0,1731.0,14.1652,1,4,61,lumpy,low_volume_few_clients,MTO
610093,82.79,229.92,2.7771,7.7125,8.0,0.875,993.5,662.33,-2.1839,1,3,61,lumpy,low_volume_few_clients,MTO
610094,48.79,163.7,3.355,11.2559,12.0,0.9167,585.5,585.5,-0.383,1,2,61,lumpy,low_volume_few_clients,MTO
610101,51.96,249.18,4.7958,23.0,24.0,0.9583,623.5,1247.0,5.9639,1,1,61,lumpy,low_volume_few_clients,MTO
610103,34.21,164.06,4.7958,23.0,24.0,0.9583,410.5,821.0,-6.0683,1,1,61,lumpy,low_volume_few_clients,MTO
610104,51.38,170.94,3.3273,11.0712,12.0,0.9167,616.5,616.5,-10.103,1,2,61,lumpy,low_volume_few_clients,MTO
610106,85.0,283.33,3.3333,11.1108,12.0,0.9167,1020.0,1020.0,-3.9235,1,2,61,lumpy,low_volume_few_clients,MTO
610107,63.54,220.06,3.4633,11.9944,12.0,0.9167,762.5,762.5,11.0909,1,2,61,lumpy,low_volume_few_clients,MTO
610110,47.0,225.4,4.7958,23.0,24.0,0.9583,564.0,1128.0,-2.4522,1,1,61,lumpy,low_volume_few_clients,MTO
610115,868.12,1186.07,1.3662,1.8666,1.7143,0.4167,10417.5,1488.21,24.343,3,17,61,lumpy,high_volume_many_clients,Dynamic
610118,51.33,246.19,4.7958,23.0,24.0,0.9583,616.0,1232.0,-3.7496,1,1,61,lumpy,low_volume_few_clients,MTO
610119,498.46,984.75,1.9756,3.903,4.0,0.75,5981.5,1993.83,25.7039,1,6,61,lumpy,high_volume_few_clients,Dynamic
610124,44.08,211.42,4.7958,23.0,24.0,0.9583,529.0,1058.0,-5.06,1,1,61,lumpy,low_volume_few_clients,MTO
610131,72.29,346.7,4.7958,23.0,24.0,0.9583,867.5,1735.0,-0.7543,1,1,61,lumpy,low_volume_few_clients,MTO
610132,45.88,220.01,4.7958,23.0,24.0,0.9583,550.5,1101.0,4.3083,1,1,61,lumpy,low_volume_few_clients,MTO
610159,356.21,1703.11,4.7812,22.86,12.0,0.9167,4274.5,4274.5,85.3813,2,3,61,lumpy,low_volume_many_clients,Dynamic
610171,0.96,4.6,4.7958,23.0,24.0,0.9583,11.5,23.0,0.21,1,1,61,lumpy,low_volume_few_clients,MTO
610180,296.83,1420.85,4.7867,22.9126,12.0,0.9167,3562.0,3562.0,71.1835,2,3,61,lumpy,low_volume_many_clients,Dynamic
610210,513.33,903.45,1.76,3.0975,2.4,0.5833,6160.0,1232.0,-44.1643,1,12,61,lumpy,high_volume_few_clients,Dynamic
610263,125.83,297.73,2.3661,5.5983,6.0,0.8333,1510.0,755.0,4.293,1,4,61,lumpy,low_volume_few_clients,MTO
610312,617.08,802.77,1.3009,1.6924,2.4,0.5833,7405.0,1481.0,3.2809,1,13,61,lumpy,high_volume_few_clients,Dynamic
610383,24.0,115.1,4.7958,23.0,24.0,0.9583,288.0,576.0,2.2539,1,1,61,lumpy,low_volume_few_clients,MTO
610390,12.25,58.75,4.7958,23.0,24.0,0.9583,147.0,294.0,2.4287,1,1,61,lumpy,low_volume_few_clients,MTO
610450,44.67,157.77,3.5322,12.4763,12.0,0.9167,536.0,536.0,5.7322,1,2,61,lumpy,low_volume_few_clients,MTO
610479,48.71,233.6,4.7958,23.0,24.0,0.9583,584.5,1169.0,-9.657,1,1,61,lumpy,low_volume_few_clients,MTO
610517,23.5,112.7,4.7958,23.0,24.0,0.9583,282.0,564.0,-5.1496,1,1,61,lumpy,low_volume_few_clients,MTO
610537,27.04,129.69,4.7958,23.0,24.0,0.9583,324.5,649.0,-3.1039,1,1,61,lumpy,low_volume_few_clients,MTO
610543,5860.29,12284.56,2.0962,4.3942,4.8,0.7917,70323.5,28129.4,-14.8665,2,6,61,lumpy,high_volume_many_clients,Dynamic
610546,195.0,651.05,3.3387,11.147,12.0,0.9167,2340.0,2340.0,-13.7852,1,2,61,lumpy,low_volume_few_clients,MTO
610558,1372.25,4099.39,2.9874,8.9243,4.8,0.7917,16467.0,6586.8,49.2878,4,5,61,lumpy,high_volume_many_clients,Dynamic
610560,12836.0,14087.41,1.0975,1.2045,2.0,0.5,154032.0,25672.0,747.3878,2,14,61,lumpy,high_volume_many_clients,Dynamic
610561,136.21,309.83,2.2747,5.1742,4.0,0.75,1634.5,544.83,-9.4161,1,6,61,lumpy,low_volume_few_clients,MTO
610562,13924.71,10106.62,0.7258,0.5268,1.2,0.1667,167096.5,16709.65,791.8796,2,86,61,erratic,high_volume_many_clients,MTS
610563,405.75,1343.77,3.3118,10.9681,8.0,0.875,4869.0,3246.0,-48.9774,1,4,61,lumpy,high_volume_few_clients,Dynamic
610565,360.21,1291.16,3.5845,12.8485,12.0,0.9167,4322.5,4322.5,-51.1465,1,2,61,lumpy,low_volume_few_clients,MTO
610570,40.42,189.09,4.6786,21.8888,12.0,0.9167,485.0,485.0,9.68,1,2,61,lumpy,low_volume_few_clients,MTO
610571,61.04,212.93,3.4882,12.1677,12.0,0.9167,732.5,732.5,12.9787,1,2,61,lumpy,low_volume_few_clients,MTO
610572,1.0,4.8,4.7958,23.0,24.0,0.9583,12.0,24.0,0.2191,1,1,61,lumpy,low_volume_few_clients,MTO
610573,46.67,222.14,4.7602,22.6596,12.0,0.9167,560.0,560.0,11.193,1,2,61,lumpy,low_volume_few_clients,MTO
800003,590.58,2111.34,3.575,12.7807,12.0,0.9167,7087.0,7087.0,118.0487,1,2,80,lumpy,high_volume_few_clients,Dynamic
800004,1798.04,4421.49,2.4591,6.047,6.0,0.8333,21576.5,10788.25,392.5213,2,6,80,lumpy,high_volume_many_clients,Dynamic
800056,1489.42,2687.93,1.8047,3.2569,3.4286,0.7083,17873.0,5106.57,88.4783,2,7,80,lumpy,high_volume_many_clients,Dynamic
880156,258.96,507.2,1.9586,3.8362,4.8,0.7917,3107.5,1243.0,-0.9961,1,5,88,lumpy,low_volume_few_clients,MTO
