Item,Classe,demand_class,commercial_class,policy_cluster,production_level,inventory_model,SS,ROP,EOQ,s,S,avg_monthly,std_monthly,ADI,CV2,D_annual,n_clientes,n_pedidos
500024,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,6752.96,9836.61,6444.73,9836.61,16281.34,12077.0,8071.73,1.0,0.4467,144924.0,40,156
500025,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,4013.22,6099.72,5301.29,6099.72,11401.01,8171.71,4792.05,1.0909,0.3439,98060.5,31,101
500026,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3321.88,4249.45,3534.64,4249.45,7784.09,3632.79,3979.16,1.2,1.1998,43593.5,21,66
500027,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,4824.18,7912.31,6449.42,7912.31,14361.73,12094.58,5747.07,1.0,0.2258,145135.0,41,169
500028,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3914.66,5414.58,4494.75,5414.58,9909.33,5874.38,4683.91,1.0909,0.6358,70492.5,23,74
500029,50,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",442.31,463.38,532.66,463.38,996.04,82.5,225.47,8.0,7.469,990.0,3,3
500030,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3105.78,4763.94,4725.91,4763.94,9489.84,6494.12,3707.6,1.0435,0.3259,77929.5,37,123
500031,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2225.58,2374.82,1417.81,2374.82,3792.63,584.5,894.91,2.6667,2.3442,7014.0,9,14
500033,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,5590.8,9211.98,6983.89,9211.98,16195.87,14182.24,6659.27,1.0,0.2205,170186.84,52,265
500034,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3860.6,5621.19,4869.68,5621.19,10490.87,6895.27,4614.57,1.0909,0.4479,82743.23,35,142
500037,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2515.84,3212.35,3062.93,3212.35,6275.28,2727.88,3013.69,1.1429,1.2205,32734.5,27,66
500038,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3623.89,5524.29,5059.34,5524.29,10583.63,7442.83,4326.83,1.0,0.338,89314.0,38,162
500040,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3758.57,5071.62,4205.45,5071.62,9277.07,5142.5,4498.99,1.0,0.7654,61710.0,22,75
500041,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3082.79,3302.89,1721.78,3302.89,5024.67,862.0,1214.69,1.8462,1.9857,10344.0,6,16
500043,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,5894.81,8373.13,5777.64,8373.13,14150.77,9706.25,7049.69,1.0435,0.5275,116475.0,33,125
500045,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3994.8,6046.2,5256.51,6046.2,11302.72,8034.25,4770.58,1.0,0.3526,96411.0,42,148
500046,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4253.4,4508.93,1855.19,4508.93,6364.12,1000.75,1784.72,2.4,3.1805,12009.0,9,16
500047,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,7800.35,11035.03,6600.66,11035.03,17635.69,12668.5,9329.29,1.0,0.5423,152022.0,39,153
500048,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3371.68,5344.7,5155.11,5344.7,10499.81,7727.26,4021.2,1.0,0.2708,92727.16,37,149
500052,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2079.17,2942.47,3409.99,2942.47,6352.46,3381.08,2486.69,1.0,0.5409,40573.0,32,81
500055,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3039.25,4475.73,4398.67,4475.73,8874.4,5625.92,3631.88,1.0,0.4167,67511.0,34,85
500056,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,85.75,284.4,12.0,11.0,1029.0,1,2
500057,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3054.62,4371.33,4211.3,4371.33,8582.63,5156.83,3652.52,1.0909,0.5017,61882.0,19,61
500061,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,22.96,110.1,24.0,23.0,275.5,1,1
500062,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1788.74,1886.82,1149.37,1886.82,3036.19,384.12,787.65,4.8,4.2045,4609.5,4,6
500063,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,1644.72,2253.77,2864.18,2253.77,5117.95,2385.33,1968.23,1.0909,0.6809,28624.0,18,57
500065,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,7770.43,10601.38,6175.02,10601.38,16776.41,11087.33,9299.52,1.0909,0.7035,133048.0,26,115
500067,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,4.33,20.78,24.0,23.0,52.0,1,1
500068,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4806.53,5202.95,2310.75,5202.95,7513.7,1552.58,1816.06,1.5,1.3682,18631.0,10,29
500069,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,4710.54,6150.32,4403.72,6150.32,10554.04,5638.83,5641.15,1.0,1.0008,67666.0,30,82
500070,50,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",405.16,424.22,506.74,424.22,930.97,74.67,212.0,8.0,8.0612,896.0,2,3
500071,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",6492.21,7056.13,2756.02,7056.13,9812.15,2208.58,2417.4,1.5,1.198,26503.0,9,30
500072,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2722.27,3849.79,3897.03,3849.79,7746.81,4415.88,3255.88,1.1429,0.5436,52990.5,27,64
500073,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,1599.74,2203.48,2851.64,2203.48,5055.12,2364.5,1914.24,1.0909,0.6554,28374.0,18,57
500074,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,5313.04,8281.89,6323.63,8281.89,14605.52,11627.42,6339.71,1.0435,0.2973,139529.0,24,198
500075,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1772.13,1889.3,1256.24,1889.3,3145.54,458.88,716.07,2.6667,2.4351,5506.5,6,13
500076,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,1108.72,1698.44,2818.36,1698.44,4516.8,2309.62,1323.61,1.0435,0.3284,27715.5,21,51
500077,50,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",755.83,792.93,706.98,792.93,1499.91,145.33,367.15,6.0,6.382,1744.0,4,6
500078,50,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",2201.94,2305.76,1182.5,2305.76,3488.25,406.58,1146.94,8.0,7.9576,4879.0,1,3
500079,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3675.81,5552.71,5027.96,5552.71,10580.67,7350.79,4389.86,1.0,0.3566,88209.5,32,92
500080,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4542.8,4755.62,1693.08,4755.62,6448.7,833.5,2404.87,8.0,8.3248,10002.0,2,3
500081,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2896.12,4365.63,4448.96,4365.63,8814.59,5755.29,3458.89,1.0909,0.3612,69063.5,32,90
500084,50,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1876.94,1963.27,1078.36,1963.27,3041.63,338.12,1072.62,6.0,10.0632,4057.5,3,5
500085,50,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",925.6,969.9,772.46,969.9,1742.36,173.5,467.47,8.0,7.2595,2082.0,3,5
500086,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,4602.17,7043.3,5734.14,7043.3,12777.44,9560.62,5494.29,1.0,0.3303,114727.5,37,110
500088,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2537.86,3493.29,3587.32,3493.29,7080.6,3741.88,3036.82,1.2,0.6587,44902.5,22,59
500089,50,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1060.57,1122.95,916.68,1122.95,2039.63,244.33,449.37,4.0,3.3826,2932.0,3,7
500090,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,28.08,134.68,24.0,23.0,337.0,1,1
500091,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,112.29,304.23,8.0,7.3402,1347.5,1,3
500094,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,21.08,101.11,24.0,23.0,253.0,1,1
500095,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,5191.47,7811.57,5940.61,7811.57,13752.19,10261.54,6200.56,1.0,0.3651,123138.5,32,180
500096,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2556.83,2678.8,1281.7,2678.8,3960.5,477.67,1299.3,4.0,7.3989,5732.0,4,7
500097,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4309.16,4547.17,1790.49,4547.17,6337.66,932.17,1888.86,3.4286,4.1059,11186.0,12,16
500105,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3819.78,5687.94,5016.25,5687.94,10704.19,7316.58,4563.42,1.0,0.389,87799.0,37,147
500113,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3855.43,5699.53,4983.85,5699.53,10683.38,7222.38,4606.8,1.0,0.4069,86668.5,24,128
500115,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3175.96,4211.44,3734.59,4211.44,7946.03,4055.42,3802.59,1.1429,0.8792,48665.0,20,63
500118,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,4892.71,6755.56,5009.12,6755.56,11764.68,7295.79,5854.33,1.0435,0.6439,87549.5,29,99
500119,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",6040.88,6420.49,2261.19,6420.49,8681.68,1486.71,2487.41,2.0,2.7992,17840.5,8,16
500122,50,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",857.52,902.2,775.7,902.2,1677.89,174.96,391.8,6.0,5.0148,2099.5,2,4
500127,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2304.15,3122.77,3320.59,3122.77,6443.36,3206.12,2757.86,1.2632,0.7399,38473.5,15,40
500132,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2431.12,2582.35,1427.23,2582.35,4009.58,592.29,1005.1,3.0,2.8797,7107.5,5,10
500137,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,335.04,1606.8,24.0,23.0,4020.5,1,1
500139,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,11678.48,16476.87,8039.34,16476.87,24516.21,18792.75,13968.29,1.0435,0.5525,225513.0,27,152
500141,50,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",2197.53,2298.26,1164.79,2298.26,3463.05,394.5,1312.06,12.0,11.0615,4734.0,1,3
500143,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",5044.1,5414.35,2233.17,5414.35,7647.52,1450.08,1970.8,2.1818,1.8471,17401.0,3,17
500145,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3717.06,3925.48,1675.47,3925.48,5600.95,816.25,1614.91,4.0,3.9143,9795.0,7,13
500147,50,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1201.58,1266.05,931.87,1266.05,2197.92,252.5,1210.95,24.0,23.0,3030.0,2,2
500150,50,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",2661.48,2783.88,1283.99,2783.88,4067.88,479.38,1716.74,8.0,12.8251,5752.5,1,4
500182,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,127.75,612.67,24.0,23.0,1533.0,1,1
500188,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,186.67,515.54,8.0,7.6276,2240.0,1,3
500196,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2691.42,3700.81,3687.25,3700.81,7388.05,3953.25,3220.62,1.0435,0.6637,47439.0,18,73
500199,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2598.56,4457.41,5003.74,4457.41,9461.15,7280.12,3090.43,1.0,0.1802,87361.5,24,127
500203,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2667.96,4235.97,4595.64,4235.97,8831.61,6141.04,3181.76,1.0,0.2684,73692.5,18,107
500206,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3824.07,5003.1,3985.06,5003.1,8988.15,4617.62,4579.42,1.2,0.9835,55411.5,28,86
500208,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,222.38,1066.47,24.0,23.0,2668.5,1,1
500209,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3699.96,5727.45,5225.79,5727.45,10953.25,7940.62,4415.8,1.0435,0.3092,95287.5,24,103
500213,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3474.8,4852.53,4307.79,4852.53,9160.31,5395.83,4156.9,1.2,0.5935,64750.0,16,53
500215,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,128.79,617.66,24.0,23.0,1545.5,1,1
500219,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,5675.38,9936.88,7576.24,9936.88,17513.12,16690.04,6743.77,1.0,0.1633,200280.5,19,195
500220,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,6613.28,9213.44,5917.96,9213.44,15131.39,10183.42,7911.81,1.0909,0.6036,122201.0,27,93
500227,50,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",29199.89,31295.04,5312.27,31295.04,36607.3,8205.58,11487.76,2.1818,1.96,98467.0,1,35
500229,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,98.88,474.19,24.0,23.0,1186.5,1,2
500232,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3362.03,5355.25,5181.43,5355.25,10536.68,7806.38,4009.09,1.0909,0.2637,93676.5,19,96
500235,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,6387.31,10425.56,7375.11,10425.56,17800.68,15815.67,7610.52,1.0,0.2316,189788.0,23,173
500241,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,4273.34,6122.32,4990.43,6122.32,11112.75,7241.46,5109.67,1.0,0.4979,86897.5,33,117
500244,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,636.19,973.62,2131.86,973.62,3105.48,1321.5,759.52,1.1429,0.3303,15858.0,4,29
500250,50,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",5038.73,5478.33,2433.35,5478.33,7911.68,1721.71,1873.84,1.7143,1.1845,20660.5,1,21
500257,50,stable,high_volume_few_clients,Comakership,finished_products,EOQ-ROP,835.59,1372.42,2688.99,1372.42,4061.4,2102.46,1286.63,1.0909,0.3745,25229.5,1,31
500259,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,211.33,1013.52,24.0,23.0,2536.0,1,1
500289,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3411.9,3704.61,1985.58,3704.61,5690.19,1146.38,1274.9,1.6,1.2368,13756.5,11,23
500290,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,5376.39,8509.34,6496.04,8509.34,15005.38,12270.08,6412.4,1.0,0.2731,147241.0,26,138
500291,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",7544.74,8000.34,2477.21,8000.34,10477.55,1784.33,3158.52,2.6667,3.1334,21412.0,16,27
500292,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,6329.73,8768.62,5731.5,8768.62,14500.13,9551.84,7573.35,1.0,0.6286,114622.13,38,150
500300,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3908.52,4182.36,1920.5,4182.36,6102.86,1072.46,1549.17,1.6,2.0866,12869.5,11,30
500301,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",10051.41,10516.84,2503.82,10516.84,13020.67,1822.88,5534.74,4.8,9.2189,21874.5,2,5
500302,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,1566.62,2203.02,2927.76,2203.02,5130.78,2492.42,1873.91,1.2,0.5653,29909.0,17,53
500303,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,1288.21,1726.11,2428.64,1726.11,4154.75,1715.04,1542.14,1.2,0.8085,20580.5,7,42
500311,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3642.41,5367.9,4820.91,5367.9,10188.81,6757.83,4352.58,1.0909,0.4148,81094.0,27,114
500315,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,1398.48,1952.4,2731.47,1952.4,4683.87,2169.42,1673.01,1.2,0.5947,26033.0,9,52
500316,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2670.35,2904.46,1775.78,2904.46,4680.25,916.92,991.69,1.6,1.1697,11003.0,8,25
500317,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4050.34,4305.15,1852.6,4305.15,6157.75,997.96,1667.03,2.0,2.7904,11975.5,7,21
500318,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4079.72,4267.53,1590.53,4267.53,5858.06,735.58,2316.85,6.0,9.9204,8827.0,6,10
500319,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3158.11,3923.93,3211.72,3923.93,7135.65,2999.33,3784.17,1.2,1.5918,35992.0,15,59
500347,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,124.42,596.68,24.0,23.0,1493.0,1,1
500350,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,74.83,358.89,24.0,23.0,898.0,1,1
500351,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",8603.24,9018.23,2364.24,9018.23,11382.47,1625.29,4287.61,2.6667,6.9593,19503.5,3,13
500353,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4028.24,4388.79,2203.71,4388.79,6592.5,1412.08,1487.17,1.3333,1.1092,16945.0,2,27
500355,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,41.5,199.03,24.0,23.0,498.0,1,1
500356,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,215.46,1033.3,24.0,23.0,2585.5,1,1
500357,50,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",446.47,469.32,554.8,469.32,1024.12,89.5,407.87,12.0,20.7683,1074.0,2,2
500359,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,58.58,280.96,24.0,23.0,703.0,1,1
500368,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,1652.38,2392.74,3157.88,2392.74,5550.63,2899.62,1975.32,1.1429,0.4641,34795.5,29,59
500370,50,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1494.02,1576.54,1054.24,1576.54,2630.77,323.17,654.91,3.4286,4.1068,3878.0,3,8
500371,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3342.16,5016.17,4748.44,5016.17,9764.61,6556.21,3992.04,1.0435,0.3708,78674.5,37,88
500372,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",5070.96,5458.9,2285.87,5458.9,7744.77,1519.33,1957.37,1.8462,1.6597,18232.0,13,23
500373,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,4389.08,5986.68,4638.8,5986.68,10625.47,6256.92,5252.8,1.0909,0.7048,75083.0,24,111
500374,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,7207.18,11202.92,7336.19,11202.92,18539.11,15649.17,8600.57,1.0435,0.302,187790.0,30,189
500375,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,13278.27,20362.73,9768.45,20362.73,30131.18,27746.04,15851.37,1.0,0.3264,332952.5,40,252
500376,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,8306.32,12217.35,7258.02,12217.35,19475.37,15317.43,9926.27,1.0435,0.42,183809.2,31,180
500378,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,13303.49,20510.14,9852.33,20510.14,30362.48,28224.62,15879.16,1.0,0.3165,338695.48,32,166
500379,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,5138.81,7070.13,5100.33,7070.13,12170.46,7563.92,6149.18,1.1429,0.6609,90767.0,28,100
500380,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,11688.64,17102.96,8539.73,17102.96,25642.69,21205.0,13969.88,1.0435,0.434,254460.0,22,115
500381,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,8914.26,11339.41,5715.34,11339.41,17054.75,9498.04,10678.75,1.2632,1.2641,113976.5,15,126
500382,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2974.5,4217.1,4091.08,4217.1,8308.19,4866.61,3557.38,1.0435,0.5343,58399.28,15,102
500383,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,16534.28,22277.1,8794.98,22277.1,31072.08,22491.58,19791.88,1.0,0.7743,269899.0,27,195
500384,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3516.36,4957.91,4406.44,4957.91,9364.35,5645.79,4205.87,1.1429,0.555,67749.5,19,105
500385,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,10287.69,15327.75,8239.3,15327.75,23567.05,19739.25,12290.34,1.0435,0.3877,236871.0,30,220
500386,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,7170.18,11238.0,7402.07,11238.0,18640.08,15931.5,8554.36,1.0,0.2883,191178.0,22,81
500387,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2703.54,3682.6,3631.42,3682.6,7314.02,3834.46,3235.63,1.1429,0.7121,46013.5,19,77
500388,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2753.03,3715.89,3601.25,3715.89,7317.14,3771.0,3295.35,1.2,0.7636,45252.0,19,50
500389,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,19.83,95.12,24.0,23.0,238.0,1,1
500390,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,5111.84,7224.26,5334.12,7224.26,12558.38,8273.24,6113.92,1.0,0.5461,99278.87,34,126
500391,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,11424.32,15513.34,7421.33,15513.34,22934.67,16014.5,13673.47,1.0,0.729,192174.0,27,193
500393,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3340.51,5052.34,4801.79,5052.34,9854.13,6704.33,3989.3,1.0909,0.3541,80452.0,33,99
500395,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,9943.19,14637.9,7952.0,14637.9,22589.9,18386.65,11882.14,1.0,0.4176,220639.78,23,96
500396,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,5139.1,6902.92,4874.16,6902.92,11777.09,6907.96,6151.9,1.2632,0.7931,82895.5,21,78
500401,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",10625.54,11482.29,3397.02,11482.29,14879.31,3355.42,4040.36,2.0,1.4499,40265.0,21,42
500404,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,9486.93,16385.24,9639.26,16385.24,26024.5,27017.0,11279.46,1.0,0.1743,324204.0,28,320
500405,50,stable,high_volume_many_clients,MTS,finished_products,EOQ-ROP,3075.04,4947.17,5021.57,4947.17,9968.74,7332.12,3665.7,1.0,0.25,87985.5,28,158
500407,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",9921.91,10376.72,2475.07,10376.72,12851.79,1781.25,5916.63,12.0,11.0331,21375.0,2,6
500410,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3966.39,4197.44,1764.08,4197.44,5961.52,904.88,1688.6,3.0,3.4824,10858.5,5,13
500411,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,4560.6,5808.89,4100.43,5808.89,9909.32,4888.88,5463.25,1.1429,1.2488,58666.5,29,65
500412,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4291.99,4652.04,2202.19,4652.04,6854.22,1410.12,1613.92,1.6,1.3099,16921.5,18,33
500413,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3101.1,3306.65,1663.93,3306.65,4970.58,805.04,1251.96,2.6667,2.4185,9660.5,9,11
500415,50,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",958.27,1005.04,793.69,1005.04,1798.73,183.17,780.23,12.0,18.1446,2198.0,2,3
500416,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,4172.08,5974.42,4927.09,5974.42,10901.52,7058.81,4988.64,1.0435,0.4995,84705.72,20,89
500418,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3862.3,4103.78,1803.49,4103.78,5907.27,945.75,1593.54,3.0,2.839,11349.0,2,10
500419,50,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,41.42,198.63,24.0,23.0,497.0,1,2
500420,50,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",555.95,585.78,633.88,585.78,1219.66,116.83,560.31,24.0,23.0,1402.0,2,2
500426,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4011.04,4222.07,1685.96,4222.07,5908.02,826.5,1818.11,4.8,4.839,9918.0,3,12
500429,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4037.43,4372.75,2125.19,4372.75,6497.94,1313.25,1522.49,1.8462,1.3441,15759.0,5,33
500431,50,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,2801.33,3905.32,3856.16,3905.32,7761.48,4323.75,3351.33,1.0,0.6008,51885.0,18,84
500434,50,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",854.28,894.11,732.47,894.11,1626.57,156.0,458.63,8.0,8.6432,1872.0,3,3
500441,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",6795.3,7235.15,2434.03,7235.15,9669.18,1722.67,2766.74,2.1818,2.5795,20672.0,6,18
500459,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4723.54,4962.32,1793.41,4962.32,6755.73,935.21,2218.42,4.8,5.6269,11222.5,2,17
500460,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3713.43,3907.43,1616.53,3907.43,5523.97,759.83,1692.65,3.0,4.9625,9118.0,8,13
500461,50,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",4228.19,4468.29,1798.32,4468.29,6266.6,940.33,1824.02,2.6667,3.7627,11284.0,3,13
500463,50,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",597.59,626.2,620.75,626.2,1246.94,112.04,301.69,8.0,7.2506,1344.5,2,3
